p_station,long,lat,incidentdate,passengers,maincategory,injuredpersons,county,constituency
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-01-07T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2012-02-14T00:00:00Z,60,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-02-07T00:00:00Z,29,INJURY,1,Nairobi,Dagoretti North
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-03-06T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-02-05T00:00:00Z,37,NON INJURY,0,Nairobi,Dagoretti North
KIAMBU POLICE STATION HQ,36.8322078,-1.1731839,2012-03-07T00:00:00Z,14,NON INJURY,0,Kiambu,Kiambu
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-02-01T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-18T00:00:00Z,14,INJURY,1,Nairobi,Starehe
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2012-01-25T00:00:00Z,14,INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-17T00:00:00Z,14,INJURY,2,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-02-01T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-02-23T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-29T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-23T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-18T00:00:00Z,51,INJURY,1,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-18T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-12-09T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-15T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-11T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-14T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-02-24T00:00:00Z,26,NON INJURY,0,Nairobi,Makadara
KERUGOYA POLICE STATION,37.2821903,-0.4974898999999999,2012-03-01T00:00:00Z,14,INJURY,1,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-02-24T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
THIKA POLICE STATION,37.0754725,-1.03806,2012-03-01T00:00:00Z,41,INJURY,1,Kiambu,Thika Town
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-02-17T00:00:00Z,14,NON INJURY,0,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-03-05T00:00:00Z,14,INJURY,0,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-02-24T00:00:00Z,14,NON INJURY,0,NA,NA
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2012-03-04T00:00:00Z,14,INJURY,1,NA,NA
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2012-02-13T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-01-21T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2012-02-24T00:00:00Z,13,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-04T00:00:00Z,14,INJURY,3,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-29T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2009-03-10T00:00:00Z,30,INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-28T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-07-26T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-03-09T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2012-03-07T00:00:00Z,14,NON INJURY,0,NA,NA
KIKUYU POLICE STATION,36.6636128,-1.2433244,2011-07-31T00:00:00Z,14,INJURY,0,Kiambu,Kikuyu
MAKUPA POLICE STATION,39.6582959,-4.0427702,2012-03-05T00:00:00Z,14,INJURY,1,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2012-02-23T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KIKUYU POLICE STATION,36.6636128,-1.2433244,2012-02-26T00:00:00Z,14,NON INJURY,0,Kiambu,Kikuyu
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2012-01-15T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
NGONG POLICE STATION,36.6536602,-1.365681,2012-03-04T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
KANGUNDO POLICE STATION,37.3150423,-1.2681441,2012-03-05T00:00:00Z,14,INJURY,9,Machakos,Matungulu
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-11T00:00:00Z,29,INJURY,2,Nairobi,Embakasi East
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-02-15T00:00:00Z,14,NON INJURY,0,NA,NA
THIKA POLICE STATION,37.0754725,-1.03806,2012-03-01T00:00:00Z,14,INJURY,0,Kiambu,Thika Town
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-03-09T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-02-29T00:00:00Z,26,NON INJURY,0,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-02-11T00:00:00Z,14,INJURY,1,Nairobi,Starehe
MURANGA SOUTH POLICE STATTION,37.0754725,-1.03806,2011-11-29T00:00:00Z,14,INJURY,0,Kiambu,Thika Town
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2012-03-01T00:00:00Z,38,NON INJURY,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-03-13T00:00:00Z,37,NON INJURY,0,Nairobi,Dagoretti North
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-11T00:00:00Z,14,INJURY,4,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-01-11T00:00:00Z,14,INJURY,1,Nairobi,Embakasi East
GITHUNGURI POLICE STATION,36.7772511,-1.0577522,2012-02-29T00:00:00Z,14,INJURY,1,Kiambu,Githunguri
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-04T00:00:00Z,14,INJURY,1,Nairobi,Westlands
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2012-03-01T00:00:00Z,68,NON INJURY,0,NA,NA
LANGATA POLICE STATION,36.7420212,-1.3651286,2012-02-26T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
KASARANI POLICE STATION,36.8932931,-1.2195671,2012-03-06T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-02T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
KASARANI POLICE STATION,36.8932931,-1.2195671,2012-03-13T00:00:00Z,51,INJURY,8,Nairobi,Kasarani
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2012-03-09T00:00:00Z,13,NON INJURY,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-01-09T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
BUSIA POLICE STATION HQ,34.1049805,0.4639331999999999,2012-01-07T00:00:00Z,29,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2011-12-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-03-01T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-01-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BAHATI POLICE STATION,36.1175108,-0.1595161,2012-03-05T00:00:00Z,14,INJURY,1,NA,NA
KILIMANI DIVISIONAL HQ,36.80772,-1.29727,2012-03-09T00:00:00Z,37,NON INJURY,0,Nairobi,Kibra
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2011-11-28T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-02T00:00:00Z,25,NON INJURY,0,Nairobi,Makadara
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-02-27T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-02-03T00:00:00Z,0,NON INJURY,0,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2012-02-19T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2012-03-10T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2011-06-26T00:00:00Z,14,INJURY,1,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-06T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,14,INJURY,1,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2012-01-25T00:00:00Z,14,NON INJURY,0,NA,NA
NGONG POLICE STATION,36.6536602,-1.365681,2012-03-01T00:00:00Z,14,NON INJURY,0,Kajiado,Kajiado North
NJORO POLICE STATION,35.9449375,-0.3316265,2012-03-01T00:00:00Z,14,INJURY,1,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-12-05T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2012-02-09T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
MAKUPA POLICE STATION,39.6582959,-4.0427702,2012-03-08T00:00:00Z,14,NON INJURY,0,NA,NA
NAIROBI AREA  POLICE STATION,36.80772,-1.29727,2012-02-25T00:00:00Z,13,NON INJURY,0,Nairobi,Kibra
NGONG POLICE STATION,36.6536602,-1.365681,2012-02-25T00:00:00Z,14,NON INJURY,0,Kajiado,Kajiado North
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-03-07T00:00:00Z,14,INJURY,1,NA,NA
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2012-03-09T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
KIAMBU POLICE STATION HQ,36.8322078,-1.1731839,2012-03-10T00:00:00Z,13,INJURY,1,Kiambu,Kiambu
LANGATA POLICE STATION,36.7420212,-1.3651286,2012-03-09T00:00:00Z,14,INJURY,0,Nairobi,Langata
ATHI RIVER POLICE STATION,36.9850203,-1.4518996,2012-02-23T00:00:00Z,18,NON INJURY,0,Machakos,Mavoko
DIANI POLICE STATION,39.5671508,-4.2827877,2012-03-12T00:00:00Z,14,INJURY,14,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-09T00:00:00Z,26,INJURY,1,Nairobi,Embakasi West
KIAMBU POLICE STATION HQ,36.8322078,-1.1731839,2012-03-06T00:00:00Z,14,INJURY,1,Kiambu,Kiambu
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-01T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2012-01-16T00:00:00Z,29,NON INJURY,0,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-09T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-10T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-10T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2012-03-07T00:00:00Z,13,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,14,INJURY,1,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2012-03-10T00:00:00Z,14,INJURY,1,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-10T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-23T00:00:00Z,35,NON INJURY,0,Nairobi,Embakasi West
KILIMANI POLICE STATION,36.7952424,-1.2914363,2012-03-08T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-09T00:00:00Z,30,NON INJURY,0,Nairobi,Makadara
MAKUPA POLICE STATION,39.6582959,-4.0427702,2012-03-11T00:00:00Z,14,INJURY,1,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-21T00:00:00Z,50,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-05T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-03T00:00:00Z,26,INJURY,1,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-24T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-05T00:00:00Z,26,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-23T00:00:00Z,25,NON INJURY,0,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,8,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,50,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-11T00:00:00Z,37,INJURY,1,Nairobi,Embakasi East
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-09T00:00:00Z,13,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
KASARANI POLICE DIVISION ( HQ),36.8940529,-1.2195529,2012-03-07T00:00:00Z,33,NON INJURY,0,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-01-26T00:00:00Z,41,INJURY,1,Nairobi,Starehe
KABATI POLICE STATION,37.1088532,-0.9559963,2011-09-28T00:00:00Z,14,INJURY,0,Murang'a,Maragwa
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-03-13T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-09T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2012-03-09T00:00:00Z,14,NON INJURY,0,Kiambu,Thika Town
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-03-11T00:00:00Z,51,INJURY,0,Nairobi,Starehe
MAKUPA POLICE STATION,39.6582959,-4.0427702,2012-03-10T00:00:00Z,13,NON INJURY,0,NA,NA
GATUNDU POLICE STATION,36.9018625,-1.0109663,2012-03-09T00:00:00Z,14,INJURY,0,Kiambu,Gatundu South
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-10T00:00:00Z,14,INJURY,1,Nairobi,Westlands
KASARANI POLICE STATION,36.8932931,-1.2195671,2012-03-12T00:00:00Z,51,INJURY,0,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-03-10T00:00:00Z,25,INJURY,1,Nairobi,Starehe
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-03-07T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-29T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-04T00:00:00Z,29,NON INJURY,0,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-04T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-29T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-06T00:00:00Z,11,INJURY,1,Nairobi,Westlands
GIGIRI POLICE STATION,36.8095575,-1.2363428,2012-03-09T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-14T00:00:00Z,14,INJURY,7,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-13T00:00:00Z,25,INJURY,1,Nairobi,Starehe
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-01-22T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2012-02-16T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-02-28T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-03-04T00:00:00Z,46,NON INJURY,0,Nairobi,Embakasi Central
BUTERE POLICE STATION,34.5001066,0.2186746,2012-03-03T00:00:00Z,51,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-01-03T00:00:00Z,14,INJURY,0,Nairobi,Starehe
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-03-04T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-03-08T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2012-03-15T00:00:00Z,45,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-04T00:00:00Z,51,INJURY,1,Nairobi,Starehe
LANGATA POLICE STATION,36.7420212,-1.3651286,2012-03-12T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
KIAMBU POLICE STATION HQ,36.8322078,-1.1731839,2012-03-02T00:00:00Z,14,NON INJURY,0,Kiambu,Kiambu
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2012-03-13T00:00:00Z,14,INJURY,10,Nairobi,Westlands
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-11T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2012-03-10T00:00:00Z,58,INJURY,1,Nairobi,Embakasi East
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-29T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-01T00:00:00Z,14,INJURY,1,Nairobi,Westlands
KAREN POLICE STATION,36.7062672,-1.3219421,2012-03-01T00:00:00Z,37,NON INJURY,0,Nairobi,Langata
KIKUYU POLICE STATION,36.6636128,-1.2433244,2012-03-13T00:00:00Z,33,INJURY,19,Kiambu,Kikuyu
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-03T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-07T00:00:00Z,26,INJURY,1,Nairobi,Makadara
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-22T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-28T00:00:00Z,46,NON INJURY,0,Nairobi,Embakasi West
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-04T00:00:00Z,51,INJURY,1,Nairobi,Embakasi West
RUIRU POLICE STATION,36.9593125,-1.1449416,2011-12-31T00:00:00Z,14,INJURY,1,Kiambu,Ruiru
THIKA POLICE STATION,37.0754725,-1.03806,2012-03-12T00:00:00Z,14,NON INJURY,0,Kiambu,Thika Town
KIKUYU POLICE STATION,36.6636128,-1.2433244,2012-03-10T00:00:00Z,14,NON INJURY,0,Kiambu,Kikuyu
THIKA POLICE STATION,37.0754725,-1.03806,2012-03-12T00:00:00Z,14,INJURY,3,Kiambu,Thika Town
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-04T00:00:00Z,29,NON INJURY,0,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,0,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-07T00:00:00Z,0,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-03-08T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-03-09T00:00:00Z,36,NON INJURY,0,NA,NA
THIKA POLICE STATION,37.0754725,-1.03806,2011-06-04T00:00:00Z,14,INJURY,0,Kiambu,Thika Town
MTWAPA POLICE POST,39.7424844,-3.9539112,2012-03-13T00:00:00Z,14,INJURY,0,NA,NA
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-03-06T00:00:00Z,39,NON INJURY,0,NA,NA
DIANI POLICE STATION,39.5671508,-4.2827877,2012-03-06T00:00:00Z,14,NON INJURY,0,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2012-03-09T00:00:00Z,14,INJURY,0,NA,NA
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2012-03-14T00:00:00Z,13,INJURY,1,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2012-03-13T00:00:00Z,25,INJURY,1,Nairobi,Embakasi West
RUIRU POLICE STATION,36.9593125,-1.1449416,2012-03-14T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-03-04T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
KAYOLE POLICE STATION,36.9261067,-1.2644254,2012-03-08T00:00:00Z,46,NON INJURY,0,Nairobi,Embakasi Central
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-16T00:00:00Z,29,NON INJURY,0,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-11T00:00:00Z,26,NON INJURY,0,Nairobi,Makadara
NKUBU POLICE STATION,37.662858,-0.0628719,2012-02-27T00:00:00Z,14,INJURY,1,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2012-02-22T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi West
MAKUPA POLICE STATION,39.6582959,-4.0427702,2012-03-09T00:00:00Z,13,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-MOMBASA,39.6755206,-4.0617792,2012-02-22T00:00:00Z,14,INJURY,1,NA,NA
NAIROBI AREA  POLICE STATION,36.80772,-1.29727,2011-08-06T00:00:00Z,14,NON INJURY,0,Nairobi,Kibra
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-12-11T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
RUIRU POLICE STATION,36.9593125,-1.1449416,2012-03-14T00:00:00Z,14,INJURY,1,Kiambu,Ruiru
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2012-03-11T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-03-03T00:00:00Z,26,NON INJURY,0,NA,NA
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-02-27T00:00:00Z,46,NON INJURY,0,NA,NA
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-02-21T00:00:00Z,0,NON INJURY,0,NA,NA
BURU BURU POLICE DIVISION HQ,103.845113,1.3845704,2012-02-23T00:00:00Z,51,NON INJURY,0,NA,NA
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-10T00:00:00Z,33,NON INJURY,0,Nairobi,Westlands
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-03-01T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2012-02-29T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KABETE POLICE STATION,36.7262163,-1.2624066,2012-03-08T00:00:00Z,14,INJURY,1,Nairobi,Westlands
