rowid,tweet,origCategory,Hour,Month,Weekday,Year,date,newCategory
286, Inbound Mombasa rd is clear till after Nyayo Roundabout ,NA,14,10,Saturday,2017,10/21/17,NA
288, Minor accident at Sarit Roundabout.... towards town! Packed! ,accident,15,10,Saturday,2017,10/21/17,accident
289," Muthithi road, Ojijo road, Kipande road ....smooth! ",NA,15,10,Saturday,2017,10/21/17,NA
290, how is the situation at eastern bypass after the rain???? ,rain,15,10,Saturday,2017,10/21/17,rain
291, CBD jua imekua ikiwaka na Thika road saa hii kunanyesha.... ,NA,15,10,Saturday,2017,10/21/17,NA
292, when u see Githurai45 buses averaging 55kph frim the normal 110 plus know the roads r s ,NA,15,10,Saturday,2017,10/21/17,NA
293," NTSA warns matatus against loud music, graffiti, flashy lights ",NA,16,10,Saturday,2017,10/21/17,NA
294, Slippery thika rd... Raining heavily ,rain,16,10,Saturday,2017,10/21/17,rain
295, See this young man unclogging the sewera ,NA,16,10,Saturday,2017,10/21/17,NA
296," NTSA warns matatus against loud music, graffiti, flashy lights ",NA,16,10,Saturday,2017,10/21/17,NA
297, namanga rd near epz junction kitengela traffic is flowing teketeke  ,NA,16,10,Saturday,2017,10/21/17,traffic
298," Mbagathi Way to Highrise, Kenyatta Market closed.
40ft container truck being lifted by crane now.
CC ",NA,16,10,Saturday,2017,10/21/17,NA
299, situation at Savannah cement along namanga rd  ,NA,16,10,Saturday,2017,10/21/17,NA
300," Meanwhile in CBD traffic,  ",NA,17,10,Saturday,2017,10/21/17,traffic
301, Just wondering why sane-looking people were driving on the opposite side of Mbagathi way a few minutes back. ,NA,17,10,Saturday,2017,10/21/17,NA
302, Ona huyu Moi avenue  ,NA,18,10,Saturday,2017,10/21/17,NA
303, wamasaa Sacco rt 110kitengela via Little Rock Athi river kmc stage  ,NA,18,10,Saturday,2017,10/21/17,NA
304," ""never drive faster than ur angels can fly this weekend "" ma3 drivers shud learn from ",NA,18,10,Saturday,2017,10/21/17,NA
305, Someone is cutting down the trees and clearing the vegetati ,NA,18,10,Saturday,2017,10/21/17,NA
306," look at this snail pace traffic on Thika Rd, surely what time am  ",NA,18,10,Saturday,2017,10/21/17,traffic
307, Thika and outering rd &amp; other bypasses were bld to remove jams fro our rds but is never  ,traffic,18,10,Saturday,2017,10/21/17,traffic
308," Kiambu rd traffic building up due to an accident involving a motorbike and a Prado,police already at the scene  . ",accident,18,10,Saturday,2017,10/21/17,accident
308," Kiambu rd traffic building up due to an accident involving a motorbike and a Prado,police already at the scene  . ",accident,18,10,Saturday,2017,10/21/17,traffic
309, A stalled Lorry near Muthaiga overpass outbound causing slow traffic on superhighway f ,traffic,19,10,Saturday,2017,10/21/17,traffic
310,  The way Mourinho was watching a 65 yr record broken. ..history goes on  ,NA,19,10,Saturday,2017,10/21/17,NA
311, Accident past the castle bridge to Wieteithie Thika Outbound causing a major snarlup.. ,accident,20,10,Saturday,2017,10/21/17,accident
312, Mombasa rd clear from tao to cabanas. ,NA,20,10,Saturday,2017,10/21/17,NA
313, you people mmetuzoea GITHURAI 45 MWIHOKO area kila siku lazima stima iende 8 good hour's ,NA,21,10,Saturday,2017,10/21/17,NA
314, Accident on Thika road (Highway) just past survey. Now you know. ,accident,0,10,Sunday,2017,10/22/17,accident
315, This is Benin Auchi road. it's a federal road that links the States together.  ,NA,6,10,Sunday,2017,10/22/17,NA
316, Kenyans can spend time fighting 4State house or pull together 2fight 4 a better Kenya ,NA,6,10,Sunday,2017,10/22/17,NA
317,"Weekend Deal! Get 50% off Carwash Waiyaki Way for spend of Kshs 1,000 or more at the New KFC Waiyaki Waâ€_ https://t.co/qZjHud8NVa",NA,7,10,Sunday,2017,10/22/17,NA
318, A kenya mpya bus has overturned opposite guru nanak  hospital  ,NA,9,10,Sunday,2017,10/22/17,NA
319," It makes me wonder, Githurai buses speed more, breaks all rules,have misbeha ",NA,10,10,Sunday,2017,10/22/17,NA
320, Speed trap on thika superhwy at ndarugo.Checkpoint at Mangu high school.Be safe. via Boggz,NA,10,10,Sunday,2017,10/22/17,NA
321, has never taken action on these buses. KenyaMpya bu ,NA,11,10,Sunday,2017,10/22/17,NA
322, FYI  ,NA,11,10,Sunday,2017,10/22/17,NA
323, Avoid drunk driving...this occupants escaped death by a whisker ,NA,11,10,Sunday,2017,10/22/17,NA
324, Kenya mpya drivers have to be vetted. ,NA,11,10,Sunday,2017,10/22/17,NA
325, #KBP924K overlapping on a Sunday morning! this #grangeparkwater tr ,NA,11,10,Sunday,2017,10/22/17,NA
326," we have a missing child (3 yrs) from Ongata Rongai, please help share alert. Thank you.  ",NA,11,10,Sunday,2017,10/22/17,NA
327, PUBLIC service VEHICLES in Nairobi are a crime den ,NA,11,10,Sunday,2017,10/22/17,NA
328," If you know of any children's home along thika road, kindly let me know. I have a fe ",NA,11,10,Sunday,2017,10/22/17,NA
329, #KBW669E a navy Prado just hit me and run at Thome. Find help me this b*tch so rude. ,NA,11,10,Sunday,2017,10/22/17,accident
330," If you want to know has totally lost it, just check how kenyampya buses rule ThikaRoad ",NA,11,10,Sunday,2017,10/22/17,NA
331, Very reckless and bad mannered Kenya Mpya crew have always been on the wrong side of hi ,NA,11,10,Sunday,2017,10/22/17,NA
332, How some vultures would be swooning on a roadkill poor cat along Gitanga Rd. _Ÿ˜•  ,NA,11,10,Sunday,2017,10/22/17,NA
333, @KariukiMugo.forget Kenya mpya talk about tuk tuk carrying 7 humans in front of kamukiji police ,NA,11,10,Sunday,2017,10/22/17,NA
334, Meja is weak and incompetent on matters road safety ,NA,11,10,Sunday,2017,10/22/17,NA
335," A friend of mine was robbed the way jana at ngara, mat za Huruma(Josaga) I was too along t ",NA,11,10,Sunday,2017,10/22/17,NA
336, Kenya Mpya buses are a show of impunity deep in traffic system. They always end up like that ,NA,12,10,Sunday,2017,10/22/17,traffic
339, I almost got knocked down by a car on Ngong road. Very shaken right now. ,NA,12,10,Sunday,2017,10/22/17,NA
340, GOOD NEWS! CHILD FOUND! Damian Wambugu has been reunited w ,NA,12,10,Sunday,2017,10/22/17,NA
341, is very good at harassing personal car drivers. For ,NA,12,10,Sunday,2017,10/22/17,NA
342, What have you just said here?  ,NA,12,10,Sunday,2017,10/22/17,NA
343, is #Naija. Who is complaining #Kenyan Roads are bad?  ,NA,12,10,Sunday,2017,10/22/17,NA
344, Kenya Mpya drivers r very talented...they always overturn those buses in unbelievable s ,NA,12,10,Sunday,2017,10/22/17,NA
345, Kenya mpya is synonymous with overturning. Something is wrong with those Hino buses ,NA,12,10,Sunday,2017,10/22/17,NA
346, Kenya Mpya .so serious for many years. And have really done nothing about  ,NA,12,10,Sunday,2017,10/22/17,NA
348, Side by side: One passenger dressed for a wedding reception party the other dressed ,NA,12,10,Sunday,2017,10/22/17,NA
349, Kenya mpya drivers wa wekewe arrow This side up. Why always overturning these buses. ,NA,12,10,Sunday,2017,10/22/17,NA
350, This sacco [Kenya Mypa] ought to have been closed way long ago #kenya uwa ,NA,12,10,Sunday,2017,10/22/17,NA
351, These Kenya Mpya buses are the worst driven vehicles of any kind in this Country. ,NA,12,10,Sunday,2017,10/22/17,NA
352, who are the owners of Kenya mpya accident prone buses lets start from here ,accident,12,10,Sunday,2017,10/22/17,accident
353, Kenya Mpya Even Beat Githurai at their Speed Hizo Basi Hukonda But idk maybe ju ya TLB  ,NA,12,10,Sunday,2017,10/22/17,NA
354, [Kenya Mpya] They like doing maneuvers the way Kenya Air Force pilots do on national d ,NA,13,10,Sunday,2017,10/22/17,NA
357, Residents have barricaded Ukunda  Msambweni road near Kona ya Musa ,NA,13,10,Sunday,2017,10/22/17,NA
358, #KCL065A this bus is being driven very recklessly. Bu ,NA,13,10,Sunday,2017,10/22/17,NA
359," commuters using ngong rd,when u arrive at Kenya scince meteorological stage be very carefully kuna snatchers hapo ",NA,13,10,Sunday,2017,10/22/17,NA
360," I want to get to CID headquarters, from survey, must I go up to pangani for the turn??? ",NA,13,10,Sunday,2017,10/22/17,NA
361,            _Ÿ˜±how safe is it?Chassis could be weak ,NA,14,10,Sunday,2017,10/22/17,NA
362, ROAD SAFETY: Roadside sculpture carved by a father who lost hi ,NA,14,10,Sunday,2017,10/22/17,NA
363, Surely why is there so much traffic on waiyaki way outbound Nairobi?. On a Sunday? Where are y'all going? ,NA,14,10,Sunday,2017,10/22/17,traffic
364, Lately Kenya mpya have been overturning on Thika road...this has to stop!!,NA,14,10,Sunday,2017,10/22/17,NA
365," being a Sunday, Mombasa road is all smooth.But as usual,standard group,GM,imara daima is a parking lot ",NA,14,10,Sunday,2017,10/22/17,NA
366," cleaning of Ngong rd on the stretch next to Kenyatta hospital needs to end, massive traffic ",NA,15,10,Sunday,2017,10/22/17,traffic
367," accident involving 5 cars at Rironi EldoretMalaba Road, heading to Nairobi. ",accident,15,10,Sunday,2017,10/22/17,accident
368, what's going on #Waiyakiway right from Limuru junction ,NA,15,10,Sunday,2017,10/22/17,NA
369, #KBV476Q shame on you for throwing two plastic bottles out your window onto the highway!!!! ,NA,15,10,Sunday,2017,10/22/17,NA
370, what's happening past Limuru headed to Nairobi on the great Wall.Stuck for 30mins now! ,NA,15,10,Sunday,2017,10/22/17,NA
371, If you are heading to town and almost at limuru use Eastern bypass.. ,NA,15,10,Sunday,2017,10/22/17,NA
372, massive tailback inbound on Waiyaki way shortly after where the dual starts. ,NA,15,10,Sunday,2017,10/22/17,NA
373," Total chaos on NakuruNairobi highway, NBObound at Limuru.  ",NA,15,10,Sunday,2017,10/22/17,NA
374, Limuru road is clear ,NA,15,10,Sunday,2017,10/22/17,NA
375, How's traffic at Kikuyu junction coming off Southern Bypass? ,NA,15,10,Sunday,2017,10/22/17,traffic
376," Those havent got into that jam, escape early by using Limuru road towards Red hill and Village market ",traffic,15,10,Sunday,2017,10/22/17,traffic
377," Cannot tell, we are stuck inbound Nairobi at Rironi,  Seems outbound is piling up too. ",NA,15,10,Sunday,2017,10/22/17,NA
378, Ngong Road Moving Slow frm The Junction ,NA,6,10,Monday,2017,10/23/17,NA
379,       The problem to traffic jam and chaos in CBD is ,traffic,16,10,Sunday,2017,10/22/17,traffic
380," 16:19 Cannot tell, we are stuck inbound Nairobi at Rironi,  Seems outbound is piling up too  ",NA,16,10,Sunday,2017,10/22/17,NA
381, I'm in a Matatu bound for Nairobi from Karatina. I paid my fare. In the course of the jour ,NA,16,10,Sunday,2017,10/22/17,NA
382," Honestly, driving in this country has become a nightmare..get diverted off Waiyaki way because of an accident, then stuck ",accident,16,10,Sunday,2017,10/22/17,accident
383,"With guaranteed staying power, Chloride Exide Powerlast is the premium battery for drivers keen on reliability andâ€_ https://t.co/MdgppnnxXP",NA,16,10,Sunday,2017,10/22/17,NA
384, axident in juja road ,traffic,16,10,Sunday,2017,10/22/17,accident
385, Excellency are you aware of this?People missing ins ,NA,16,10,Sunday,2017,10/22/17,NA
386, Rironi area along Naivasha Nairobi Highway quite slow. Avoid this section if in a place to ,NA,16,10,Sunday,2017,10/22/17,NA
387,"   wewe unajua .....I'm from Taj mall, how do I join the road  ",NA,16,10,Sunday,2017,10/22/17,NA
388," Upon reaching Kamandura... Use, the deflection towards St Paul university for anyone ",NA,16,10,Sunday,2017,10/22/17,NA
389, From Thika abound this Kenya Mpya after Juja makangas of ukambani minibus pours him wate ,NA,17,10,Sunday,2017,10/22/17,NA
390, what's happening on waiyaki way at Rironi? ,NA,17,10,Sunday,2017,10/22/17,NA
391,        If you have a good view of how railyway was r ,NA,18,10,Sunday,2017,10/22/17,NA
392, update za waiyaki wy please ,NA,18,10,Sunday,2017,10/22/17,NA
393, Someone has been knocked down at Githurai. Traffic building up ,NA,18,10,Sunday,2017,10/22/17,traffic
394, lorry jack knifed on Mbaazi Road at Westgate Fitness. Road completely blocked. ,NA,18,10,Sunday,2017,10/22/17,NA
395,          How much to pimp ,NA,19,10,Sunday,2017,10/22/17,NA
396," very heavy traffic building alup from Githurai 45,towards KU.. Someone knocked down..,  ",traffic,19,10,Sunday,2017,10/22/17,traffic
397, Thika Road is a mess  ,NA,19,10,Sunday,2017,10/22/17,traffic
398,   wasssup in githurai cars reversing on highway and using  ,NA,20,10,Sunday,2017,10/22/17,NA
399," Campaign truck at Githurai bridge, tweeting from the pocket ",NA,20,10,Sunday,2017,10/22/17,NA
400," Accident Alert: an accident reported at KAPA, Msa Rd. One fatality reported and another  ",accident,21,10,Sunday,2017,10/22/17,accident
401, Fatal accident on Mombasa rd close to GateWay Mall killing one lady. #RoadSafety ,accident,21,10,Sunday,2017,10/22/17,accident
402, #ReggaeKuruka . Rembo shuttle.KBU218u has hit a pedestrian alo ,NA,21,10,Sunday,2017,10/22/17,accident
403, a Nissan sunny in ditch along kagundo Road off supaloaf.. ,NA,0,10,Monday,2017,10/23/17,NA
404," hello guys, donno if u can be able to assist..i want to travel to kinanie.. where can i get mat za huko? ",NA,0,10,Monday,2017,10/23/17,NA
405, Take mats route110 at railways Wamasaa Sacco .Tell the Donda that you will  ,NA,1,10,Monday,2017,10/23/17,NA
406, Serious accident bodies on the road before kabete inbound waiyaki way   ,accident,4,10,Monday,2017,10/23/17,accident
407, Accident on Waiyaki way at Kabete involving 5 vehicles. Getting cleared. ,accident,6,10,Monday,2017,10/23/17,accident
408, Traffic Jam on Waiyaki Way towards Westlands. ,traffic,6,10,Monday,2017,10/23/17,traffic
409, Msa Rd Ni clear ....Nairobians wameenda ushago Nini! ,NA,6,10,Monday,2017,10/23/17,NA
410, Traffic Update: Traffic is slowly building up from Muthaiga along Thika Superhighway ,NA,6,10,Monday,2017,10/23/17,traffic
411, superhighway Muthaiga towards town jam kibao  ,traffic,6,10,Monday,2017,10/23/17,traffic
412, Good morning early birds. ..Thika Superhighway heading to town from Natives slow but moving. ,NA,6,10,Monday,2017,10/23/17,NA
413, Limuru road a bit slow from Village market.. Unep area ,NA,6,10,Monday,2017,10/23/17,NA
414, any bus from CBD to Radisson Blu? Thanks ,NA,6,10,Monday,2017,10/23/17,NA
415, Traffic Update:This is Langata Road at Carnivore..,NA,6,10,Monday,2017,10/23/17,traffic
416, Lungalunga rd coming in from Donholmn down Likoni Jogoo is moving well.Keep peace wh ,NA,6,10,Monday,2017,10/23/17,NA
417, Traffic Update:Situation at Wilson Airport on Langata Rd  ,NA,6,10,Monday,2017,10/23/17,traffic
418, Traffic Update: Traffic Jam build up as you approach TMall R/about on Langata Rd  ,traffic,6,10,Monday,2017,10/23/17,traffic
419, Limuru road from UN avenue is slow bt moving ,NA,6,10,Monday,2017,10/23/17,NA
420, Traffic Update : Mbagathi Way at HighRise looking Clear Inbound  ,NA,6,10,Monday,2017,10/23/17,traffic
421, Traffic Update:_Ÿ__Traffic Build up on Mbagathi Way is only as you approach City Mortuary R/abt.  ,NA,6,10,Monday,2017,10/23/17,traffic
422, The traffic on Thika Road to town. RIP to your Job if you have to be there by 7:30A. M ,NA,6,10,Monday,2017,10/23/17,traffic
423, Thika road hapa muthaiga bamba sana ,NA,6,10,Monday,2017,10/23/17,NA
424, jam so slow going to Town in Allsopps Folks! ,traffic,6,10,Monday,2017,10/23/17,traffic
425," Traffic Update: _Ÿ__ Ngong Rd as you approach Hospital Rd Junction ,slow but Moving  ",NA,6,10,Monday,2017,10/23/17,traffic
426, From Eastleigh heading to town is a sure bet parking lot..anyway RIP Job should be there at 7:00 ,NA,6,10,Monday,2017,10/23/17,NA
427, its tight n gapless frm safari park to pango.. Patience test! ,NA,6,10,Monday,2017,10/23/17,NA
428, Arwing kodhek Nyweeeee inbound DoD ,NA,7,10,Monday,2017,10/23/17,NA
429, The drama of Thika road.. This should change  ,NA,7,10,Monday,2017,10/23/17,NA
430, Mombasa rd from simba cement towards SGR Athi river traffic is flowing smoothly both lines  ,NA,7,10,Monday,2017,10/23/17,traffic
431, Mombasa rd at sgr devik Athi river towards mlolongo traffic is flowing smoothly both lines  ,NA,7,10,Monday,2017,10/23/17,traffic
432, Traffic Update:_Ÿ__Haile Selassie Avenue looking Clear this morning  ,NA,7,10,Monday,2017,10/23/17,traffic
433, HaileSelassie avenue &amp; Uhuru highway moving ,NA,7,10,Monday,2017,10/23/17,NA
434, Mombasa rd at sgr devik Athi river  ,NA,7,10,Monday,2017,10/23/17,NA
436," Gari za kuenda Savannah Estate, Donholm inapandiwa wapi, when in Town ",NA,7,10,Monday,2017,10/23/17,NA
437, Langata rd is a parking lot all the way from carnivore ,NA,7,10,Monday,2017,10/23/17,NA
438, likoni rd busy but moving ,NA,7,10,Monday,2017,10/23/17,NA
439, Thika road moving slowly. Big up to kasa nganyas. They provide sweets to all passengers. ,NA,7,10,Monday,2017,10/23/17,NA
441, how's waiyaki way? ,NA,7,10,Monday,2017,10/23/17,NA
442, Hown is Thika road especially Allsops into town? Anyone that side ,NA,7,10,Monday,2017,10/23/17,NA
443, go to Accra road the same stage is there. Embassava sacco... ,NA,7,10,Monday,2017,10/23/17,NA
444," Thika road from Garden city kameshika.
20 mins from Homeland to Rosters. ",NA,7,10,Monday,2017,10/23/17,NA
445, Mombasa road traffic to the CBD  ,NA,7,10,Monday,2017,10/23/17,traffic
446, seen that #rvr are building a commuter rail station at donholm...great effort.buses  ,NA,7,10,Monday,2017,10/23/17,NA
447, Thika road moving...today jam kiasi ,traffic,7,10,Monday,2017,10/23/17,traffic
