"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"179","categorizedTweets11_22_2017_412","Traffic on Thika rd frm Garden city area 2Muthaiga","No",NA,NA,"Thika rd","Thika rd","Garden city","Garden city area 2Muthaiga"
"180","categorizedTweets11_22_2017_414","Traffic on Mombasa rd frm Syokimau Railways area 2GM area","No",NA,NA,"Mombasa Rd","Mombasa road","Syokimau Railways;GM","Syokimau Railways ;GM area"
"181","categorizedTweets11_22_2017_415","Still torn between two or more cars? knows how to make your decision easier. Start comparing prices at�ۡ��_ https://t.co/XHhTrwv1os","No",NA,NA,"None","None","None","None"
"182","categorizedTweets11_22_2017_418","traffic jam on langata rd backed up from around bypass","No",NA,NA,"Langata Rd","Langata Road","None","Bypass"
"183","categorizedTweets11_22_2017_420","More prayers for Thika Road inbound folks,heavy traffic all the way from Garden City Jesus!","No",NA,NA,"Thika road","Thika Road","Garden city","Garden City"
"184","categorizedTweets11_22_2017_422","Thika road jam inaanza garden city, incase you are still at home.","No",NA,NA,"Thika rd","Thika road","Garden city","garden city"
"185","categorizedTweets11_22_2017_423","Left Juja at 0710. By 0730 nilikuwa Homeland. Still in Muthaiga. 1 hour later!!!","No",NA,NA,"None","None","Homeland","Juja ;Muthaiga"
"186","categorizedTweets11_22_2017_424","Juja Road is free flow   no matata","No",NA,NA,"Juja road","Juja Road","None","None"
"187","categorizedTweets11_22_2017_427","Heavy traffic on Mbagathi way frm Tmall Rnd-abt 2Kenyatta Hs Rnd-abt","No",NA,NA,"Mbagathi way","Mbagathi way","Tmall Rnd-abt;Kenyatta Hs Rnd-abt","Tmall Rnd-abt 2Kenyatta Hs Rnd-abt"
"188","categorizedTweets11_22_2017_428","Iko traffic hapa Jogoo Road karibu na City Stadium. Imeshikana kidogo lakini inasonga.","No",-1.292124,36.84298,"Jogoo Rd","Jogoo Road","City stadium","City Stadium."
"189","categorizedTweets11_22_2017_4312","Accident Moi Avenue, the matatu crew are harassing the own","Yes",NA,NA,"Moi Avenue","Moi Avenue","None","None"
"190","categorizedTweets11_22_2017_433","Sambaza","No",NA,NA,"None","None","None","None"
"191","categorizedTweets11_22_2017_4396","There's a huge traffic snarl up along Mombasa Road, caused by a grisly road accident at","Yes",NA,NA,"Mombasa road","Mombasa Road","None","None"
"192","categorizedTweets11_22_2017_4397","accident,, Mombasa road in mto mawe,, be cateful,,,traffic on stand still","Yes",NA,NA,"Mombasa road","Mombasa road","Mto mawe","mto mawe"
"193","categorizedTweets11_22_2017_44","Ojijo road and shivachi road is heavy with traffic","No",NA,NA,"Ojijo road;Shivachi road","Ojijo road ;shivachi road","None","None"
"194","categorizedTweets11_22_2017_441","Matts Using Exit 5  to avoid jam,then immediately after KCA they rejoin the jam. What I'm I missing here?","No",NA,NA,"None","None","KCA","KCA University"
"195","categorizedTweets11_22_2017_443","A tree is hanging dangerously at Nairobi School. Might soon fall on a passing car and cause death","No",NA,NA,"None","None","Nairobi School","Nairobi School"
"196","categorizedTweets11_22_2017_445","In case you are having a bad day just imagine driving on this road.","No",NA,NA,"None","None","None","None"
"197","categorizedTweets11_22_2017_4450","very nasty accident on Ngong road near racecourse causing all the traffic. Traffic police at the scene","Yes",-1.30634225,36.73857575,"Ngong road","Ngong road","Racecourse","near racecourse"
"198","categorizedTweets11_22_2017_4456","from langata road to outering road, cows all over. Accidents waiting to happen","No",NA,NA,"Langata road;outering road","langata road ;outering road","None","None"
"199","categorizedTweets11_22_2017_446","Found the answer: At that depression towards pangani, highway crawling, service lane a standstill.","No",NA,NA,"Pangani highway","Thika highway","None","Pangani"
"200","categorizedTweets11_22_2017_453","so many cars have broken down along the Thika superhighway, may be the cause of the snail pace?????","No",NA,NA,"Thika superhighway","Thika superhighway","None","None"
"201","categorizedTweets11_22_2017_455","Where is the warning to boda bodas Miraa proboxes and pick ups and sand lorries for creati","No",NA,NA,"None","None","None","None"
"202","categorizedTweets11_22_2017_458","[Mat to Industrial Area Police Station] Stahito sacco hapo muthurua ama city stadium","No",NA,NA,"None","None","Industrial Area Police Station;City stadium","muthurua ama city stadium;Industrial Area Police Station]"
"203","categorizedTweets11_22_2017_464","#joska is there any alternative way to connect to kamulu from joska.","No",NA,NA,"None","None","None","kamulu from joska."
"204","categorizedTweets11_22_2017_465","Sometimes road contractors get frustrated waiting for Kenya Power to move power lines yet road projects have deadlines.","No",NA,NA,"None","None","None","None"
"205","categorizedTweets11_22_2017_4676","Accident on  superhighway at Weitethie   to Thika involving a trailer &amp; 2 matatus...several feared dead","Yes",NA,NA,"Superhighway","Thika superhighway","None","Weitethie   to Thika"
"206","categorizedTweets11_22_2017_470","Eastleigh. Mheshimiwa what is happening???????","No",NA,NA,"None","None","None","Eastleigh"
"207","categorizedTweets11_22_2017_4706","Dozens with jericans at a petroleum lorry accident nrb naivasha road near St. Pauls junction.","Yes",NA,NA,"Nrb-Naivasha road","Nairobi Naivasha road","St. Pauls Junction","St.Pauls junction"
"208","categorizedTweets11_22_2017_4708","Are vehicles becoming angry with the cold thereby sleeping anywhere literally? Too many accidents","No",NA,NA,"None","None","None","None"
"209","categorizedTweets11_22_2017_472","Niaje @MikeSonko. Kuna hizi bumps ziko Thika Road ulifaa kutoa, kwani kuliendaje?
Just curious.","No",NA,NA,"Thika Road","Thika Road","None","None"
"210","categorizedTweets11_22_2017_473","like how long does it take for
to reply to a single query..","No",NA,NA,"None","None","None","None"
"211","categorizedTweets11_22_2017_476","What happened to the reorganizing of Matatus within cbd Nairobi?","No",NA,NA,"None","None","None","None"
"212","categorizedTweets11_22_2017_480","True, it starts with our leaders. Nairobi River is a very g","No",NA,NA,"None","None","None","None"
"213","categorizedTweets11_22_2017_4849","accident along university way just past museum hill","Yes",NA,NA,"University way","University way","museum hill","Museum hill"
"214","categorizedTweets11_22_2017_487","Harambee Avenue very busy. Pr. Uhuru Kenyatta will adress the nation shortly at his OP offices","No",NA,NA,"Harambee Avenue","Harambee Avenue","OP offices","None"
"215","categorizedTweets11_22_2017_489","The state of the eastleigh roads are pathetic foreal.....","No",NA,NA,"None","None","None","None"
"216","categorizedTweets11_22_2017_4900","An old tired car is less prone to accidents bco you need to handle it with utmost care i","No",NA,NA,"None","None","None","None"
"217","categorizedTweets11_22_2017_492","Go to Eastleigh today &amp; walk from juja rd to section 3 count the number of","No",NA,NA,"Juja rd","None","None","None"
"218","categorizedTweets11_22_2017_4945","Accident on gitaru road featuring a saloon car and walokana Matatu. No casualties but the","Yes",NA,NA,"Gitaru road","gitaru road","None","None"
"219","categorizedTweets11_22_2017_496","Its time to get rid of matatus. Local govt hv to claim transport back or we'","No",NA,NA,"None","None","None","None"
"220","categorizedTweets11_22_2017_497","Fare from Nairobi to Naks kshs 40 =","No",NA,NA,"None","None","None","Nairobi to Nakuru"
"221","categorizedTweets11_22_2017_4972","Nasty accident along Thika Rd at KU. Lorry smashed a private car into the back of anoth","Yes",NA,NA,"Thika road","Thika Road","KU","KU footbridge"
"222","categorizedTweets11_22_2017_498","Nothing beats Chloride Exide Powerlast battery! No Maintenance...More Reliability: https://t.co/auL3P3rhsB�ۡ��_ https://t.co/hWlKDViGYS","No",NA,NA,"None","None","None","None"
"223","categorizedTweets11_22_2017_4986","Accident at @KenyattaUni. No carefully.","Yes",NA,NA,"None","None","KenyattaUni","Kenyatta University"
"224","categorizedTweets11_22_2017_504","The solution is easy. The governor should demand every business to have","No",NA,NA,"None","None","None","None"
"225","categorizedTweets11_22_2017_506","small accident, car being towed frm the scene at Mbagathi way as u hed 2wards Kenyatta market","Yes",NA,NA,"Mbagathi way","Mbagathi way","None","Kenyatta market"
"226","categorizedTweets11_22_2017_507","cause of traffic on Limuru Road is an accident opposite Java Gigiri","Yes",-1.238865,36.81166383,"Limuru road","Limuru Road","Java Gigiri","opposite Java Gigiri"
"227","categorizedTweets11_22_2017_508","Taifa road temporarily blocked. Harambee Avenue busy again. H. E is still making moves","No",NA,NA,"Taifa road; Harambee Avenue","Taifa road; Harambee Avenue","None","None"
"228","categorizedTweets11_22_2017_509","Situation along kangundo rd","No",NA,NA,"Kangudo road","kangundo road","None","None"
"229","categorizedTweets11_22_2017_510","What is happening?","No",NA,NA,"None","None","None","None"
"230","categorizedTweets11_22_2017_5113","Accident On Machakos Road As U Approach Governor's Office","Yes",NA,NA,"Machakos road","Machakos Road","Governor's Office","Governor's Office"
"231","categorizedTweets11_22_2017_513","KAM Sacco blocked Athi river bridge","No",NA,NA,"None","None","None","Athi river bridge"
"232","categorizedTweets11_22_2017_516","Accident at roisambu heading to thika kwa highway","Yes",NA,NA,"None","Thika highway","None","roisambu"
"233","categorizedTweets11_22_2017_518","accident at eabl","Yes",NA,NA,"None","None","eabl","East Africa breweries ltd"
"234","categorizedTweets11_22_2017_519","RIP ......the road is too busy","No",NA,NA,"None","None","None","None"
"235","categorizedTweets11_22_2017_521","Zeo traffic leo on Waiyaki Way. Watu wako?!","No",NA,NA,"Waiyaki way","Waiyaki Way","None","None"
"236","categorizedTweets11_22_2017_5228","Why do we only play blame games when accidents occur??","No",NA,NA,"None","None","None","None"
"237","categorizedTweets11_22_2017_523","accident at rowsambu drift causing traffic build up..outbound","Yes",NA,NA,"None","None","Roysambu drift","None"
"238","categorizedTweets11_22_2017_526","Multiple vehicle accident at utalii college overpass, outbound.","Yes",NA,NA,"None","None","Utalii college","utalii college"
"239","categorizedTweets11_22_2017_527","What is not happening on Kasarani - Mwiki route??","No",NA,NA,"Kasarani-Mwiki","Kasarani - Mwiki route","None","None"
"240","categorizedTweets11_22_2017_533","Langata Road towrds Nyayo so tight but moving!","No",NA,NA,"Langata road","Langata Road","None","Nyayo stadium"
"241","categorizedTweets11_22_2017_536","Waiyaki way moving","No",NA,NA,"Waiyaki way","Waiyaki way","None","None"
"242","categorizedTweets11_22_2017_5386","Accident opp visions plaza town bound after that it's clear.. via Mwamjeni","Yes",NA,NA,"None","None","Visions plaza","visions plaza"
"243","categorizedTweets11_22_2017_539","TSH. accident at Survey overpass outbound. Snarl up all the way to Muthaiga. Use service lane","Yes",NA,NA,"None","None","None","None"
"244","categorizedTweets11_22_2017_541","insaaaane traffic along Langata road... Sigh.. I guess I'm gonna have to cancel my evening class today...","No",NA,NA,"Langata Rd","Langata road.","None","None"
"245","categorizedTweets11_22_2017_5432","Bad accident along Ojijo Road. One man dead and another seriously injured.","Yes",NA,NA,"Ojijo Road","Ojijo Road.","None","None"
"246","categorizedTweets11_22_2017_5433","Serious accident now on Mombasa road near Daystar junction.","Yes",-1.47908075,37.0419695,"Mombasa road","Mombasa road","Daystar Junction","Daystar junction."
"247","categorizedTweets11_22_2017_545","COULD KASARANI-Mwiki PSV's be drugging commuters? Commuters be","No",NA,NA,"None","None","None","KASARANI-Mwiki"
"248","categorizedTweets11_22_2017_5453","Accident on msanifu and haiiresalie Avenue junction near Blue room restaurant Mombasa","Yes",-4.0597396,39.6713178,"Haiiresalie avenue","msanifu ; Haile Selassie  Avenue","Blue room restaurant","Blue room restaurant Mombasa"
"249","categorizedTweets11_22_2017_546","Kamiti rd from Roysambu - Zimmerman - Githurai - to K. West to be closed soon. Hotel Echo bypassing, Mjipange","No",NA,NA,"Kamiti rd","Kamiti road","None","Hotel Echo bypassing"
"250","categorizedTweets11_22_2017_549","5 accidents on Thika Road between Muthaiga and Roasters.","Yes",NA,NA,"Thika Road","Thika Road","None","Muthaiga ; Roasters."
"251","categorizedTweets11_22_2017_553","And when the traffic has come to an halt at Lower kabete rd there","No",NA,NA,"Lower kabete rd","Lower kabete road","None","None"
"252","categorizedTweets11_22_2017_5542","And while at it get to know the definition of the word -accident-","No",NA,NA,"None","None","None","None"
"253","categorizedTweets11_22_2017_557","How is thika road?","No",NA,NA,"Thika road","thika road","None","None"
"254","categorizedTweets11_22_2017_559","Traffic Update:_̪_� Muthaiga Outbound on Thika superhighway is a parking lot.","No",NA,NA,"Thika superhighway","Thika superhighway","None","Muthaiga"
"255","categorizedTweets11_22_2017_56","'Big Rain' is threatening at Riruta- inafanya press-ups!","No",NA,NA,"None","None","None","Riruta"
"256","categorizedTweets11_22_2017_561","Traffic Update:_̪_� Thika Superhighway towards Utalii is very slow","No",NA,NA,"Thika superhighway","Thika Superhighway","None","utalii college"
"257","categorizedTweets11_22_2017_563","Thika road at muthaiga , kameshikana lakini kanasonga","No",NA,NA,"Thika Road","Thika road","None","muthaiga"
"258","categorizedTweets11_22_2017_564","Expect major traffic on Haile Sellasie...  ....this guy will have a long night","No",NA,NA,"Haile Sellasie","Haile Sellasie..","None","None"
"259","categorizedTweets11_22_2017_565","Cloudy along thika  (muthaiga)","No",NA,NA,"None","None","None","None"
"260","categorizedTweets11_22_2017_5653","Mythbusters recreating Gakuru's accident","Yes",NA,NA,"None","None","None","None"
"261","categorizedTweets11_22_2017_567","accident just after lower hill road","Yes",NA,NA,"Lower hill road","lower hill road","None","None"
"262","categorizedTweets11_22_2017_5698","minor accident around pangani kby 915G and kck 346A use first,second lane,,,,","Yes",NA,NA,"None","None","Pangani","Pangani"
"263","categorizedTweets11_22_2017_571","Thika Road ....from Muthaiga to Kca is a Mess...jus slow and ham packed","No",NA,NA,"Thika Road","Thika Road","kca","Muthaiga to Kca"
"264","categorizedTweets11_22_2017_572","Traffic on Langata rd frm Cemetery area 2Carnivore
And
Traffic frm Wilson 2Carnivore","No",NA,NA,"Langata rd","Langata road","Carnivore","Cemetery area 2Carnivore; Wilson 2Carnivore"
