"","DATE","DAY","TIME 24 HOURS","BASE/SUB BASE","COUNTY","ROAD","PLACE","TYPE OF VEHICLE","BRIEF ACCIDENT DETAILS","GENDER","AGE","CAUSE CODE","VICTIM","NO.","id"
"450",2017-11-16,"THURSDAY","930","KITENGELA","KAJIADO","KITENGELA RESERVE",NA,"COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","30",72,"PAS",1,"1279_20170501_20171231"
"451",2017-11-16,"THURSDAY","2115","DTEO KASARANI","NAIROBI","THIKA SUPER HIGHWAY","ROASTERS","PRIVATE","THE VEHICLE LOST CONTROL AND HIT A PILLAR","M","52",26,"DRV",1,"1283_20170501_20171231"
"452",2017-11-16,"THURSDAY","2100","KAJIADO","KAJIADO",NA,"AT MAZIWA AREA","UNKNOWN","HIT AND RUN","M","25",98,"PED",1,"1284_20170501_20171231"
"453",2017-11-17,"FRIDAY","940","KABETE","KIAMBU","WAIYAKI WAY","KANGEMI","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",63,"PED",1,"1285_20170501_20171231"
"454",2017-11-17,"FRIDAY","730","EMBAKASI","NAIROBI","MOMBASA ROAD","SYOKIMAU","MOTOR CYCLE & COMMERCIAL","THE LORRY HIT MOTOR CYCLE","M","A",8,"MCY",1,"1286_20170501_20171231"
"455",2017-11-17,"FRIDAY","2130","KASARANI","NAIROBI","NORTHERN BY PASS","MARURUI","PRIVATE","HEAD ON COLLISION","M","A",62,"DRV",1,"1292_20170501_20171231"
"456",2017-11-18,"SATURDAY","520","TIGONI","KIAMBU","NAIROBI NAIVASHA","RIRONI","PRIVATE","THE VEHICLE KNOCKED DOWN THE M/CYCLE","M","A",98,"PED",1,"1294_20170501_20171231"
"457",2017-11-18,"SATURDAY","600","EMBAKASI","NAIROBI","OUTERING","TASSIA","MOTOR CYCLE","HIT AND RUN","M","23",52,"MCY",1,"1295_20170501_20171231"
"458",2017-11-18,"SATURDAY","1600","KIKUYU","KIAMBU","KINOO MURRAM","KINOO ESTATE","PEDAL CYCLE & COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","8",39,"PCY",1,"1298_20170501_20171231"
"459",2017-11-18,"SATURDAY","2030","EMBAKASI","NAIROBI","OUTERING","NEAR KWALE","MOTOR CYCLE","THE M/CYCLE KNOCKED DOWN THE VICTIM","M","63",36,"PED",1,"1299_20170501_20171231"
"460",2017-11-18,"SATURDAY","1930","KITENGELA","KAJIADO","NAMANGA ROAD","NEAR KIMALAT AREA","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",30,"PED",1,"1303_20170501_20171231"
"461",2017-11-18,"SATURDAY","130","LARI","KIAMBU","NAIVASHA NAIROBI","AR UTTUM AREA","PRIVATE","THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES","M","60",79,"PAS",1,"1304_20170501_20171231"
"462",2017-11-19,"SUNDAY","300","KITENGELA","KAJIADO","NAMANGA ROAD","EAST AFRICAN UNIVERSITY","MOTOR CYCLE","THE CYCLE LOST CONTROL AND HIT THE PEDESTRIAN","M","A",58,"MCY",1,"1305_20170501_20171231"
"463",2017-11-19,"SUNDAY","900","MAKUYU","MURANGA","KENOL SAGANA","MLIMA SWARA","PRIVATE","THE VEHICLE LOST CONTROL AND RAMMED INTO A TREE","M","A",26,"DRV",1,"1306_20170501_20171231"
"464",2017-11-19,"SUNDAY","2040","KIRIANI","MURANGA","KIRIANI KAMUNE","WAHUNDURA AREA","MOTOR CYCLE & PRIVATE","HEAD ON COLLISION","M","A",98,"MCY",2,"1309_20170501_20171231"
"465",2017-11-19,"SUNDAY","2040","KIRIANI","MURANGA","KIRIANI KAMUNE","WAHUNDURA AREA","MOTOR CYCLE & PRIVATE","HEAD ON COLLISION","M","A",98,"PIL",1,"1310_20170501_20171231"
"466",2017-11-19,"SUNDAY","2330","ATHI RIVER","MACHAKOS","NAIROBI MOMBASA","MLOLONGO AREA","PRIVATE & MOTOR CYCLE","THE VEHICLE KNOCKED DOWN THE M/CYCLE","M","40",25,"MCY",1,"1311_20170501_20171231"
"467",2017-11-20,"MONDAY","1130","KITENGELA","KAJIADO","NAMANGA ROAD","NAIVAS JUNCTION","MOTOR CYCLE","HEAD ON COLLISION AND THE VICTIM WAS RAN OVER BY THE LORRY","M","A",22,"MCY",1,"1312_20170501_20171231"
"468",2017-11-20,"MONDAY","900","THIKA","KIAMBU","NYERI NAIROBI","NJOMOKO","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",67,"PED",1,"1313_20170501_20171231"
"469",2017-11-21,"TUESDAY","830","MATUU","MACHAKOS","KIVAA KANYONYO","BONDENI AREA","PRIVATE","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE DITCH","F","30",26,"DRV",1,"1316_20170501_20171231"
"470",2017-11-21,"TUESDAY","1800","KASARANI","NAIROBI","THIKA SUPER HIGHWAY","NEAR SAFARI PARK","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M & F","A",60,"PED",2,"1318_20170501_20171231"
"471",2017-11-21,"TUESDAY","1920","LARI","KIAMBU","NAIVASHA NAIROBI","GATARAMA ARE","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","F","70",98,"PED",1,"1319_20170501_20171231"
"472",2017-11-21,"TUESDAY","0","INDO AREA","NAIROBI","LUSAKA ROAD","NEAR KOBIL PETROL STATION","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1322_20170501_20171231"
"473",2017-11-23,"THURSDAY","2000","KILIMANI","NAIROBI","NGONG ROAD","NEAR NGONG HILLS HOTEL","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","F","24",98,"PED",1,"1329_20170501_20171231"
"474",2017-11-24,"FRIDAY","2040","KAREN","NAIROBI","SOUTHERN BY PASS","DAGORETTI INTERCHANGE","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",10,"PED",1,"1335_20170501_20171231"
"475",2017-11-24,"FRIDAY","1330","LOITOKTOK","KAJIADO","NAMANGA ROAD","AMBOSELI","PRIVATE","THE VEHICLE LOST CONTROL AND ROLLED SEVERALLY","M","A",26,"DRV",1,"1336_20170501_20171231"
"476",2017-11-24,"FRIDAY","1230","RUIRU","KIAMBU","THIKA-NAIROBI","GITHURAI","PSV","THE VEHICLE OVERAN A PASSENGER WHO ALIGHTED ON A MOVING VEHICLE","M","A",69,"PAS",1,"1337_20170501_20171231"
"477",2017-11-24,"FRIDAY","1100","GVIAS","NAIROBI","OUTERING ROAD","CALTEX","GOVERNMENT","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",7,"PED",1,"1338_20170501_20171231"
"478",2017-11-24,"FRIDAY","2030","KASARANI","NAIROBI","THIKA SUPERHIGH WAY","ROYSAMBU","UNKNOWN","HIT & RUN","M","A",98,"PCY",1,"1340_20170501_20171231"
"479",2017-11-25,"SATURDAY","630","DAGORETI","NAIROBI","WAIYIAKI WAY","KANGEMI FLY OVER","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","F","A",29,"PED",1,"1341_20170501_20171231"
"480",2017-11-25,"SATURDAY","1320","ATHI RIVER","MACHAKOS","NAIROBI-MOMBASA","MLOLONGO AREA","MOTOR CYCLE & COMMERCIAL","HEAD ON COLLISION","M","A",37,"MCY",1,"1343_20170501_20171231"
"481",2017-11-25,"SATURDAY","330","KAYOLE","NAIROBI","KANGUNDO ROAD","KAMULU SHOPPING CENTER","PRIVATE & COMMERCIAL","THE UNKNOWN LORRY HIT THE PROBOX","M","36",29,"DRV",1,"1350_20170501_20171231"
"482",2017-11-26,"SUNDAY","2300","KAJIADO","KAJIADO","MAILI 46 - KAJIADO MURRAM ROAD","KENYA MARBLE QUARRY AREA","COMMERCIAL","THE CANTER DEVELOPED MECHANICAL DEFECTS AND REVERSED LANDING INTO THE RIVER","M","38",81,"PAS",1,"1352_20170501_20171231"
"483",2017-11-26,"SUNDAY","1730","MAKUYU","MURANGA","KENOL-SAGANA","BOMBAY HOTEL","MOTOR CYCLE & PRIVATE","HEAD ON COLLISION","M","A",10,"MCY",1,"1357_20170501_20171231"
"484",2017-11-27,"MONDAY","1000","KIAMBU","KIAMBU","KIAMBU NAIROBI","RUI RIVER","COMMERCIAL","THE DRIVER OF THE SAID MOTOR VEHICLE KNOCKED DOWN  APEDESTRIAN KILLING HIM ON THE SPOT","M","32",68,"PED",1,"1358_20170501_20171231"
"485",2017-11-29,"WEDNESDAY","530","MAKUYU","MURANGA","KENOL-SAGANA","SHELL PETROL STATION MITHINI","PRIVATE & COMMERCIAL","HEAD ON COLLISION","M&F","57",8,"DRV",1,"1366_20170501_20171231"
"486",2017-11-29,"WEDNESDAY","530","MAKUYU","MURANGA","KENOL-SAGANA","SHELL PETROL STATION MITHINI","PRIVATE & COMMERCIAL","HEAD ON COLLISION","M&F","57",8,"PAS",1,"1367_20170501_20171231"
"487",2017-11-29,"WEDNESDAY","2000","BURUBURU","NAIROBI","JAMES GICHURU","NEAR CHIEFS OFFICE","PSV","THE VICTIM FELL DOWN WHILE ALIGHTING FROM VEHICLE IN MOTION","M","J",69,"PAS",1,"1368_20170501_20171231"
"488",2017-11-29,"WEDNESDAY","2030","STAREHE","NAIROBI","CARDINAL OTUNGA ROAD","NEAR MWISHO PLAZA","UNKNOWN","HIT & RUN","M","24",72,"PAS",1,"1370_20170501_20171231"
"489",2017-11-30,"THURSDAY","600","GIGIRI","NAIROBI","NORTHERN BYPASS","GITHOGORA AREA","PRIVATE","THE DRIVER OF THE SAID MOTOR VEHICLE KNOCKED DOWN  APEDESTRIAN WHO WAS CROSSING THE ROAD","M","35",59,"PED",1,"1371_20170501_20171231"
"490",2017-12-01,"FRIDAY","730","KILIMANI","NAIROBI","VALLEY ROAD","NEAR PANAFRIC HOTEL","UNKNOWN","THE DRIVER OF THE SAID UNKNOWN MOTOR VEHICLE RAN OVER THE VICTIM WHO WAS TRYING TO STEAL ARIDE","M","A",72,"PED",1,"1375_20170501_20171231"
"491",2017-12-02,"SATURDAY","1633","LANGATA","NAIROBI","LANGATA AREA","NGENO ESTATE","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","6",98,"PED",1,"1384_20170501_20171231"
"492",2017-12-02,"SATURDAY","1630","GITHUNGURI","KIAMBU","GITHUNGURI KIAMBU","GATHANJE AREA","PSV & COMMERCIAL","THE TRAILER LOST CONTROL VEERED OFF THE ROAD AND HIT THE MATATU AND THE FIELDER","M","A",26,"PAS",3,"1385_20170501_20171231"
"493",2017-12-03,"SUNDAY","150","LANGATA","NAIROBI","LANGATA ROAD","NEAR LANGATA BARRACKS","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1387_20170501_20171231"
"494",2017-12-03,"SUNDAY","530","KAYOLE","NAIROBI","KANGUNDO ROAD","NEAR KINGORI STAGE","PRIVATE","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO A DITCH","M","A",26,"PAS",2,"1388_20170501_20171231"
"495",2017-12-03,"SUNDAY","550","KASARANI","NAIROBI","MARURI KAHAWA WEST","NEAR MARURI","UNKNOWN","HIT AND RUN","M","22",98,"PED",1,"1389_20170501_20171231"
"496",2017-12-03,"SUNDAY","1030","KIKUYU","KIAMBU","NAIVASHA NAIROBI","KINOO AREA","COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","80",26,"PED",1,"1390_20170501_20171231"
"497",2017-12-03,"SUNDAY","1340","STAREHE","NAIROBI","JUJA ROAD","STAGE 10","PSV","THE VICTIM TRIED TO ALIGHT WHILE THE VEHICLE WAS IN MOTION","M","A",70,"PAS",1,"1391_20170501_20171231"
"498",2017-12-03,"SUNDAY","1430","GATUNDU","KIAMBU","THIKA MANGU","KWAHERI AREA","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","51",63,"PED",1,"1392_20170501_20171231"
"499",2017-12-03,"SUNDAY","930","MACHAKOS","MACHAKOS","KALOLENI MUA","KAAIANI AREA","PRIVATE","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED","M","40",26,"DRV",1,"1393_20170501_20171231"
"500",2017-12-03,"SUNDAY","345","GIGIRI","NAIROBI","NORTHERN BY PASS","NEAR TWO RIVERS","PRIVATE","THE VEHICLE LOST CONTROL AND ROLLED","F","26",26,"PAS",1,"1398_20170501_20171231"
"501",2017-12-04,"MONDAY","100","GIGIRI","NAIROBI","NORTHERN BY PASS","NEAR TWO RIVERS","PRIVATE","THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES","M","A",26,"PAS",1,"1399_20170501_20171231"
"502",2017-12-04,"MONDAY","220","KAJIADO","KAJIADO","NGONG ROAD","MILELE MALL","PSV","THE VICTIM TRIED TO ALIGHT WHILE THE VEHICLE WAS IN MOTION","M","A",69,"PAS",1,"1401_20170501_20171231"
"503",2017-12-05,"TUESDAY","2200","CENTRAL","NAIROBI","LANDHIES ROAD","NEAR MACHAKOS COUNTRY BUS","UNKNOWN","THE VEHICLE KNOCKED DOWN THE VICTIM","M","10",98,"PED",1,"1411_20170501_20171231"
"504",2017-12-06,"WEDNESDAY","2230","KAJIADO","KAJIADO","KAJIADO NAMANGA","NEAR KUMPA AREA","UNKNOWN","HIT AND RUN","M","A",98,"PED",1,"1417_20170501_20171231"
"505",2017-12-06,"WEDNESDAY","20","RUIRU","KIAMBU","THIKA SUPERHIGHWAY","NEAR WAKI STAGE","COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","F","40",60,"PED",1,"1418_20170501_20171231"
"506",2017-12-07,"THURSDAY","1530","JUJA","KIAMBU","THIKA SUPER HIGHWAY","OPPOSITE JUJA POLICE STATION","MOTOR CYCLE & COMMERCIAL","HEAD ON COLLISION","M","A",10,"MCY",1,"1420_20170501_20171231"
"507",2017-12-07,"THURSDAY","2000","LIMURU","KIAMBU","NAIROBI NAIVASHA","KIBOKO AREA","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1422_20170501_20171231"
"508",2017-12-08,"FRIDAY","1830","LARI","KIAMBU","NAIROBI-NAIVASHA","KIMENDE","PRIVATE","THE MILITARY VEHICLE KNOCKED DOWN THE VICTIM","M","54",8,"PED",1,"1423_20170501_20171231"
"509",2017-12-08,"FRIDAY","400","KIGUMO","MURANGA","GACHOCHO-GATUMBI","GATUMBI","MOTOR CYCLE","THE MOTOR CYCLE LOST CONTROL AND LANDED INTO A CULVERT","M","A",54,"PIL",1,"1424_20170501_20171231"
"510",2017-12-08,"FRIDAY","1145","MACHAKOS","MACHAKOS","MOMBASA NAIROBI","MONZA JUNCTION","PSV & COMMERCIAL","THE LORRY HIT THE BUS","M","A",8,"DRV",1,"1426_20170501_20171231"
"511",2017-12-08,"FRIDAY","1145","MACHAKOS","MACHAKOS","MOMBASA NAIROBI","MONZA JUNCTION","PSV & COMMERCIAL","THE LORRY HIT THE BUS","M","A",8,"PAS",1,"1427_20170501_20171231"
"512",2017-12-08,"FRIDAY","0","KIAMBU","KIAMBU","NOTHERN BY PASS","KAHAWA WEST","COMMERCIAL & MOTOR CYCLE","THE LORRY HIT THE MOTOR CYCLE","M","34",15,"PIL",1,"1428_20170501_20171231"
"513",2017-12-08,"FRIDAY","1230","STAREHE","NAIROBI","JUJA ROAD","KIBORO STAGE","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","43",7,"PED",1,"1429_20170501_20171231"
"514",2017-12-09,"SATURDAY","530","JUJA","KIAMBU","THIKA SUPERHIGH WAY","AT EXIT 15 AREA","MOTOR CYCLE","THE MOTOR CYCLE HIT A PAVEMENT AND ROLLED","M","A",98,"MCY",1,"1430_20170501_20171231"
"515",2017-12-09,"SATURDAY","2020","DAGORETTI","NAIROBI","WAIYIAKI WAY","UTHIRU","UNKNOWN","HIT & RUN","M","31",98,"PED",1,"1435_20170501_20171231"
"516",2017-12-09,"SATURDAY","2130","MURANGA","MURANGA","FEEDER ROAD","MARAGI AREA","COMMERCIAL","THE LORRY OVERAN THE VICTIM","M","45",98,"PED",1,"1436_20170501_20171231"
"517",2017-12-09,"SATURDAY","2050","MACHAKOS","MACHAKOS","KANGUNDO -MACHAKOS","COTTAGE AREA","PRIVATE & MOTOR CYCLE","THE TOYOTA RAMMED INTO THE MOTOR CYCLE","M","A",29,"MCY",1,"1441_20170501_20171231"
"518",2017-12-09,"SATURDAY","2200","MACHAKOS","MACHAKOS","MAKUTANO-KITHIMANI","KWA LINDI AREA","UNKNOWN","HIT & RUN","M","73",98,"PED",1,"1442_20170501_20171231"
"519",2017-12-09,"SATURDAY","2115","KANGUNDO","MACHAKOS","KANGUNDO -MACHAKOS","MALAA AREA","PRIVATE","THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH","F","33",26,"DRV",1,"1443_20170501_20171231"
"520",2017-12-10,"SUNDAY","20","DAGORETTI","NAIROBI","WAIYIAKI WAY","NEAR UTHIRU","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","34",98,"PED",1,"1444_20170501_20171231"
"521",2017-12-10,"SUNDAY","630","INDO AREA","NAIROBI","MOMBASA ROAD","OPPISITE NEXT GEN MALL","UNKNOWN","HIT & RUN","F","49",98,"PED",1,"1445_20170501_20171231"
"522",2017-12-10,"SUNDAY","2000","MATUU","MACHAKOS","KANYONYO -KIVAA","KIKUMINI AREA","COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","90",60,"PED",1,"1453_20170501_20171231"
"523",2017-12-11,"MONDAY","1020","GIGIRI","NAIROBI","WANGARI MATHAI","NEAR SIKH UNION","UNKNOWN","HIT AND RUN","M","A",30,"PED",1,"1454_20170501_20171231"
"524",2017-12-11,"MONDAY","1530","MATUU","MACHAKOS","MATUU THIKA","KWA MAKAA","PRIAVTE","THE VEHICLE GOT A TYRE BURST AND THEN IT OVERTURNED","F & M","67 &A",79,"PAS",3,"1460_20170501_20171231"
"525",2017-12-11,"MONDAY","2320","ATHI RIVER","MACHAKOS","NAIROBI MOMBASA","DAYSTAR UNIVERSITY","PRIVATE","HEAD ON COLLISION","M","A",10,"DRV",1,"1464_20170501_20171231"
"526",2017-12-12,"TUESDAY","620","KASARANI","NAIROBI","THIKA SUPER HIGHWAY","NEAR KASTIRMIL","COMMERCIAL & PRIVATE","THE LORRY WAS HIT FROM THE LORRY","M","A",98,"DRV",1,"1465_20170501_20171231"
"527",2017-12-12,"TUESDAY","620","KASARANI","NAIROBI","THIKA SUPER HIGHWAY","NEAR KASTIRMIL","COMMERCIAL & PRIVATE","THE LORRY WAS HIT FROM THE LORRY","M","A",98,"PAS",3,"1466_20170501_20171231"
"528",2017-12-12,"TUESDAY","330","GIGIRI","NAIROBI","WAIYAKI WAY","NEAR KEMPINSKI","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1468_20170501_20171231"
"529",2017-12-12,"TUESDAY","1000","ATHI RIVER","MACHAKOS","NAIROBI MOMBASA","SABAKI AREA","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",63,"PED",1,"1471_20170501_20171231"
"530",2017-12-14,"THURSDAY","1450","KAYOLE","NAIROBI","KANGUNDO ROAD","NEAR QUALITY MEAT PACKERS","COMMERCIAL & PRIVATE","HEAD ON COLLISION","M","A",8,"DRV",1,"1474_20170501_20171231"
"531",2017-12-15,"FRIDAY","1800","DTEO BURUBURU","NAIROBI","KOMOROK","NEAR MOLEM POLICE POST","COMMERCIAL","THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIMS","F","37",26,"PED",3,"1483_20170501_20171231"
"532",2017-12-15,"FRIDAY","1630","ATHI RIVER","MACHAKOS","SERVICE ROAD","MLOLONGO TINTIN","COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",66,"PED",1,"1484_20170501_20171231"
"533",2017-12-15,"FRIDAY","1000","DTEO KAREN","NAIROBI","SOUTHERN BY PASS",NA,"PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1485_20170501_20171231"
"534",2017-12-16,"SATURDAY","1840","KIAMBU","KIAMBU","GARISSA-THIKA","KIVULINI AREA","PRIVATE & MOTOR CYCLE","HEAD ON COLLISION","M","A",10,"DRV",1,"1492_20170501_20171231"
"535",2017-12-16,"SATURDAY","2330","DTEO STAREHE","NAIROBI","OUTERING","NEAR JUJA ROAD ROUND ABOUT","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","40",98,"PED",1,"1496_20170501_20171231"
"536",2017-12-17,"SUNDAY","1235","RUIRU","KIAMBU","EASTERN BY PASS","NEAR TOTAL PETROL STATION","GOVERNMENT & MOTOR CYCLE","HEAD ON COLLISION","M","25",10,"MCY",1,"1498_20170501_20171231"
"537",2017-12-17,"SUNDAY","1735","DTEO KILIMANI","NAIROBI","KIBERA - MOI DRIVE IN","NEAR PATRICK NJIRU PETROL STATION","MOTOR CYCLE & PRIVATE","KAZ 615S N/PATROL","M","8",98,"PED",1,"1499_20170501_20171231"
"538",2017-12-17,"SUNDAY","2030","NGOLIBA KIAMBU","KIAMBU","GARISSA - THIKA","KILIMAMBOGO AREA","PSV & COMMERCIAL","HEAD ON COLLISION","M&F","A",29,"PAS",10,"1502_20170501_20171231"
"539",2017-12-17,"SUNDAY","2030","NGOLIBA KIAMBU","KIAMBU","GARISSA - THIKA","KILIMAMBOGO AREA","PSV & COMMERCIAL","HEAD ON COLLISION","M&F","A",29,"DRV",1,"1503_20170501_20171231"
"540",2017-12-17,"SUNDAY","2340","JUJA","KIAMBU","GATUNDU-KENYATTA","HARDROCK JUNCTION","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",68,"PED",1,"1506_20170501_20171231"
"541",2017-12-18,"MONDAY","800","BURUBURU","NAIROBI","KOMOROK ROAD","TOTAL PETROL STATION","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","F","7",68,"PED",1,"1511_20170501_20171231"
"542",2017-12-18,"MONDAY","2100","MAKUYU","MURANGA","SAGANA-KENOL","SAGANA BRIDGE","COMMERCIAL","THE VEHICLE LOST CONTROL AND FELL DOWN THE BRIDGE","M","50",26,"DRV",1,"1513_20170501_20171231"
"543",2017-12-19,"TUESDAY","240","KAJIADO","KAJIADO","KAJIADO NAMANGA","BULL'S EYE AREA","UNKNOWN","HIT AND RUN","M","17",98,"PED",1,"1514_20170501_20171231"
"544",2017-12-19,"TUESDAY","1700","GIGIRI","NAIROBI",NA,"NGARA PARKING LOT","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","35",NA,"PED",1,"1518_20170501_20171231"
"545",2017-12-19,"TUESDAY","1700","KAYOLE","NAIROBI","KANGUNDO","MOWLEM","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",7,"MCY",1,"1519_20170501_20171231"
"546",2017-12-21,"THURSDAY","600","KILIMANI","NAIROBI","NGONG ROAD","NEAR NHIF","PSV","THE VICTIM JUMPED OUT OF THE VEHICLE WHILE IT WAS MOVING","M","A",72,"PAS",1,"1521_20170501_20171231"
"547",2017-12-21,"THURSDAY","2330","EMBAKASI","NAIROBI","EASTERN BY PASS","NEAR BUSINESS PARK CENTRE","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","40",98,"PED",1,"1526_20170501_20171231"
"548",2017-12-22,"FRIDAY","350","DTEO KILIMANI","NAIROBI","KENYATTA AVENUE","KENYATTA AVENUE PROCESSIONAL WAY JUNCTION","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","71",98,"PED",1,"1527_20170501_20171231"
"549",2017-12-22,"FRIDAY","930","MATUU","MACHAKOS","MWINGI MATUU","KWA MURRAM AREA","PRIVATE","THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES","M","A",26,"DRV",1,"1529_20170501_20171231"
"550",2017-12-22,"FRIDAY","2130","DTEO CENTRAL","NAIROBI","LANDHIES","COUNTRY BUS","PSV","THE VICTIM JUMPED OUT OF THE MOVING VEHICLE","F","29",69,"PAS",1,"1535_20170501_20171231"
"551",2017-12-23,"SATURDAY","1700","MAKUYU","MURANGA","MUGUMU-KATEI GURU EATHRD","KWA WA MUGURA","COMMERCIAL","PAUL INE WANJIRU WHO WAS HANGING ON THE SAID LORRY SLIPPED AND FELL DOWN AND WAS RUN OVR BY THE REAR TRYRES DIYING ON THE SPORT","J","15",72,"PAS",1,"1542_20170501_20171231"
"552",2017-12-23,"SATURDAY","1800","MURANGA","MURANGA","KENOL","PIONEER AREA","COMMERCIAL","THE SAID PEDESTRIAN WAS CROSSIN THE ROAD WITHOUT DUE CARE WHEN HE WAS NOCKED  BY THE LORRY KILLING HIM ON THE SPORT","M","35",68,"PED",1,"1543_20170501_20171231"
"553",2017-12-23,"SATURDAY","2240","ATHI RIVER","MACHAKOS","NBI-MSA","SABAKI AREA","PRIVATE & MOTOR CYCLE","THE SAID M/V RAMMED INTO THE REAR OF SAID M/C  BEING RIDDEN BY JAMES MAREBE CARRYING ONE P/PASSANGER WHO FELL DOWN AND WAS OVER RAN BY SAID M/VKILLING HIM ON THE SPOT","M","24",8,"PIL",1,"1545_20170501_20171231"
"554",2017-12-23,"SATURDAY","25","MACHAKOS","MACHAKOS","NAIROBI MOMBASA","SBI AREA","COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","30",98,"PED",1,"1546_20170501_20171231"
"555",2017-12-24,"SUNDAY","355","GIGIRI","NAIROBI","DESAI ROAD",NA,"MOTOR CYCLE","THE CYCLE LOST CONTROL HIT A PAVEMENT AND ROLLED SEVERAL TIMES","M","31",29,"MCY",1,"1548_20170501_20171231"
"556",2017-12-24,"SUNDAY","245","LARI","KIAMBU","NAIROBI NAIVASHA","MAGINA AREA","PRIVATE","THE VEHICLE LOST CONTROL,ROLLED SEVERAL TIMES","M","28",8,"PAS",1,"1559_20170501_20171231"
"557",2017-12-25,"MONDAY","550","JUJA","KIAMBU","GATUNDU","MURRAM ESTATE AREA","PRIVATE","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES","M","22,23",26,"PAS",2,"1564_20170501_20171231"
"558",2017-12-25,"MONDAY","615","DTEO DAGORETTI","NAIROBI","WAIYAKI WAY","KANGEMI FLYOVER","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",98,"PED",1,"1565_20170501_20171231"
"559",2017-12-25,"MONDAY","35","KAJIADO","KAJIADO","NAIROBI NGONG","VET FARM","UNKNOWN M/V","HIT AND RUN","M","A",98,"PED",1,"1566_20170501_20171231"
"560",2017-12-25,"MONDAY","815","KIRIANI","MURANGA","KANGEMA KIRIANI","GONDU AREA","PRIVATE","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND OVERTURNED","M","37",26,"DRV",1,"1567_20170501_20171231"
"561",2017-12-25,"MONDAY","645","KANGUNDO","MACHAKOS","KANGUNDO NAIROBI","AT MALAA BRIDGE","PSV & MOTOR CYCLE","HEAD ON COLLISION","M","A",39,"MCY",1,"1568_20170501_20171231"
"562",2017-12-25,"MONDAY","645","KANGUNDO","MACHAKOS","KANGUNDO NAIROBI","AT MALAA BRIDGE","PSV & MOTOR CYCLE","HEAD ON COLLISION","M","A",39,"PIL",1,"1569_20170501_20171231"
"563",2017-12-25,"MONDAY","2015","KAYOLE","NAIROBI","KANGUNDO NAIROBI","NEAR REFLECTOR AREA","UNKNOWN","HIT AND RUN","M","A",98,"PED",1,"1573_20170501_20171231"
